SOAR_NM,FP_UNIT_DESC,FP_DVSN_DESC,FP_DEPT_DESC,FP_CATG_GRP_DESC,CATG_DESC,sub_catg_desc,sortkey,nKSNID,nTRS,Revenue
OTHER                  ,RESTAURANT,RESTAURANT OPERATION,REST - OPERATIONS,SANDWICH,SANDWICH,SANDWICH,08-051-0212-1341-0015-01,53,"217,799.00","947,909.35"
OTHER                  ,RESTAURANT,RESTAURANT OPERATION,REST - OPERATIONS,SNACKS,SNACKS,SNACKS,08-051-0212-1339-0013-01,54,"951,283.00","1,799,130.06"
OUTDOOR LIVING         ,HOME,OUTDOOR LIVING,GRILL PARTS / ACCESSORIE,GRILL PARTS / ACCESSORIE,GRILL COOKING ACCESSORIES,GRILL COOKING ACCESSORIES,01-028-0371-0476-0057-01,108,"408,128.00","2,763,117.63"
OUTDOOR LIVING         ,HOME,OUTDOOR LIVING,GRILLS,GRILLS,CHARCOAL GRILLS,CHARCOAL GRILLS,01-028-0374-0477-0068-01,35,"134,836.00","6,243,862.52"
OUTDOOR LIVING         ,HOME,OUTDOOR LIVING,GRILLS,GRILLS,CHARCOAL/LIGHTER FLUID,CHARCOAL/LIGHTER FLUID,01-028-0374-0477-0061-01,31,"445,696.00","3,476,979.48"
OUTDOOR LIVING         ,HOME,OUTDOOR LIVING,LAWN - ORNAMENTS,BASIC DECOR,BASIC LAWN DECOR,MISCELLANEOUS,01-028-0373-2658-0027-05,48,"101,960.00","955,386.53"
OUTDOOR LIVING         ,HOME,OUTDOOR LIVING,LAWN - ORNAMENTS,BASIC DECOR,BASIC LAWN DECOR,SAUCERS AND CORK MATS,01-028-0373-2658-0027-10,18,"124,200.00","617,604.00"
OUTDOOR LIVING         ,HOME,OUTDOOR LIVING,LAWN - ORNAMENTS,LAWN - ORNAMENTS,OUTDOOR LAWN DECORATION,ESSENTIAL GARDEN,01-028-0373-1274-0082-20,133,"494,540.00","7,467,868.95"
OUTDOOR LIVING         ,HOME,OUTDOOR LIVING,LAWN - ORNAMENTS,LAWN - ORNAMENTS,OUTDOOR LAWN DECORATION,MATCHING DECOR,01-028-0373-1274-0082-11,92,"119,695.00","1,909,903.22"
OUTDOOR LIVING         ,HOME,OUTDOOR LIVING,LAWN - ORNAMENTS,LAWN - ORNAMENTS,OUTDOOR LAWN DECORATION,MISCELLANEOUS,01-028-0373-1274-0082-06,74,"452,179.00","8,131,623.61"
OUTDOOR LIVING         ,HOME,OUTDOOR LIVING,LAWN - ORNAMENTS,LAWN - ORNAMENTS,OUTDOOR LAWN DECORATION,STATUARY,01-028-0373-1274-0082-03,185,"467,253.00","7,324,758.81"
OUTDOOR LIVING         ,HOME,OUTDOOR LIVING,LAWN - ORNAMENTS,SEASONAL PLANTERS,MISCELLANEOUS,ENVIRONMENTALLY FRIENDLY,01-028-0373-2659-0035-08,30,"221,894.00","1,724,184.75"
OUTDOOR LIVING         ,HOME,OUTDOOR LIVING,LAWN FURNITURE,CUSHIONS,CUSHIONS,CHAIR CUSHIONS,01-028-0370-1356-0085-02,72,"117,858.00","6,111,046.33"
OUTDOOR LIVING         ,HOME,OUTDOOR LIVING,PATIO SETS,PATIO SETS,PATIO SETS,PATIO SETS,01-028-0372-1273-0078-01,241,"361,035.00","50,426,050.47"
OUTDOOR LIVING         ,HOME,OUTDOOR LIVING,PLANTERS & GARDEN ACCES.,DECORATIVE FLOWERS,CEMETERY,VASES,01-028-0191-1245-0096-03,14,"130,231.00","1,422,583.83"
PHARMACY               ,PHARMACY,PHARMACY,MISC - PHARMACY,KS - MISCELLANEOUS - PHA,MISCELLANEOUS - PHARMACY,MISC -SERVICES,07-069-0218-1086-0003-01,4,"299,837.00","4,481.97"
PHARMACY               ,PHARMACY,PHARMACY,PHARMACY,NON-LEGEND,DIABETIC,ACCESSORIES,07-069-0219-0591-0053-03,104,"156,972.00","913,285.92"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,AMERICANA,AMERICAN FLAGS,FLAGS,HAND FLAGS,06-009-0466-1458-0049-02,14,"133,964.00","404,983.33"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,AMERICANA,AMERICANA DECORATIONS,AMERICAN DECOR,DECORATIVE,06-009-0466-1442-0046-08,43,"115,503.00","762,276.49"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,AMERICANA,AMERICANA DECORATIONS,AMERICAN DECOR,DECORATIVE FLAGS,06-009-0466-1442-0046-05,14,"121,328.00","676,840.41"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,AMERICANA,SBT FIREWORKS,SBT FIREWORKS,FIREWORK TRAYS,06-009-0466-1441-0045-03,59,"117,246.00","1,475,584.79"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,AMERICANA,SBT FIREWORKS,SBT FIREWORKS,NOVELTIES,06-009-0466-1441-0045-02,28,"249,075.00","810,816.38"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,CARDS,BOXED CHRISTMAS CARDS,SOLID PK BOXED XMAS,06-009-0121-0174-0023-01,73,"1,368,762.00","5,091,270.25"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,GIFT WRAP ACCESSORIES,CHRISTMAS BAGS/TISSUE,CHRISTMAS CON. GIFT WRAP,06-009-0121-0175-0034-01,130,"975,666.00","3,637,110.12"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,GIFT WRAP ACCESSORIES,CHRISTMAS BAGS/TISSUE,JS BAGS/TISSUE,06-009-0121-0175-0034-05,40,"153,547.00","581,052.50"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,GIFT WRAP ACCESSORIES,CHRISTMAS BOXES,CHRISTMAS BOXES,06-009-0121-0175-0033-01,19,"798,406.00","3,401,440.81"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,GIFT WRAP ACCESSORIES,CHRISTMAS GIFT WRAP,CHRISTMAS GIFT WRAP,06-009-0121-0175-0028-04,62,"377,003.00","1,792,584.47"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,GIFT WRAP ACCESSORIES,CHRISTMAS GIFT WRAP,CUSTOM GIFT WRAP,06-009-0121-0175-0028-01,17,"1,531,621.00","6,909,161.63"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,GIFT WRAP ACCESSORIES,CHRISTMAS GIFT WRAP,JS WRAP,06-009-0121-0175-0028-17,10,"206,937.00","783,340.96"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,GIFT WRAP ACCESSORIES,CHRISTMAS RIBBONS & BOWS,CHRISTMAS RIBBONS & BOWS,06-009-0121-0175-0035-01,23,"678,588.00","2,992,941.79"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,GIFT WRAP ACCESSORIES,CHRISTMAS TAGS,CHRISTMAS,06-009-0121-0175-0036-01,54,"693,723.00","1,451,230.25"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,HOME DECORATIONS,HOME DECOR,ILLUMINATED GARLAND,06-009-0121-0177-0017-10,15,"117,306.00","1,964,833.29"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,HOME DECORATIONS,HOME DECOR,NON-MS DECORATIVE STOCKIN,06-009-0121-0177-0017-16,15,"129,810.00","1,117,198.18"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,HOME DECORATIONS,HOME DECOR,NON-MS DECORATOR BOWS,06-009-0121-0177-0017-21,19,"117,456.00","666,737.16"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,HOME DECORATIONS,HOME DECOR,NON-MS DOOR DECORATIONS,06-009-0121-0177-0017-12,6,"122,493.00","658,574.59"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,HOME DECORATIONS,HOME DECOR,NON-MS NOVELTY STOCKINGS,06-009-0121-0177-0017-15,27,"311,120.00","2,142,844.17"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,HOME DECORATIONS,HOME DECOR,NON-MS PORCELAIN ACCESSOR,06-009-0121-0177-0017-03,19,"216,490.00","1,443,931.69"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,HOME DECORATIONS,HOME DECOR,NON-MS SNOW DRAPES & COVE,06-009-0121-0177-0017-05,10,"213,537.00","1,082,385.06"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,HOME DECORATIONS,HOME DECOR,NON-MS TABLETOP DECORATIO,06-009-0121-0177-0017-07,117,"491,762.00","6,427,756.66"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,HOME DECORATIONS,HOME DECOR,NON-MS WREATH BOWS,06-009-0121-0177-0017-18,17,"299,361.00","916,080.68"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,HOME DECORATIONS,HOME DECOR,NON-MS WREATHS,06-009-0121-0177-0017-11,58,"271,911.00","2,705,555.10"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,HOME DECORATIONS,NOVELTY CHRISTMAS,NOVELTIES,06-009-0121-0177-0018-03,22,"181,046.00","866,921.12"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,LIGHTING,CHRISTMAS LIGHTING,100CT LIGHT SETS,06-009-0121-0178-0016-03,16,"291,548.00","4,381,796.22"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,LIGHTING,CHRISTMAS LIGHTING,150CT LIGHT SETS,06-009-0121-0178-0016-07,5,"106,216.00","2,189,339.25"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,LIGHTING,CHRISTMAS LIGHTING,35 COUNT LIGHT SETS,06-009-0121-0178-0016-01,8,"195,497.00","954,044.86"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,LIGHTING,CHRISTMAS LIGHTING,HANGING ACCESSORIES,06-009-0121-0178-0016-14,21,"140,802.00","693,774.82"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,LIGHTING,CHRISTMAS LIGHTING,LED LIGHT SETS,06-009-0121-0178-0016-42,38,"209,422.00","3,028,162.38"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,LIGHTING,CHRISTMAS LIGHTING,NON-MS 100CT LIGHT SETS (,06-009-0121-0178-0016-39,29,"573,713.00","8,120,076.48"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,LIGHTING,CHRISTMAS LIGHTING,OUTDOOR SCULPTURES/FIGURE,06-009-0121-0178-0016-13,197,"394,141.00","11,757,354.65"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,LIGHTING,CHRISTMAS LIGHTING,SPECIALTY LIGHT SETS,06-009-0121-0178-0016-05,89,"536,845.00","10,701,687.33"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,PLUSH,CHRISTMAS PLUSH,CHRISTMAS PLUSH,06-009-0121-0180-0020-02,51,"187,703.00","2,291,083.35"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,TREE ORNAMENTATION,TREE ORNAMENTATION,COUNTRY LIVING DOMESTIC G,06-009-0121-0181-0015-65,20,"150,440.00","1,131,076.69"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,TREE ORNAMENTATION,TREE ORNAMENTATION,COUNTRY LIVING DOMESTIC S,06-009-0121-0181-0015-68,46,"566,196.00","3,329,048.65"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,TREE ORNAMENTATION,TREE ORNAMENTATION,COUNTRY LIVING IMPORT NOV,06-009-0121-0181-0015-63,115,"537,318.00","2,563,908.37"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,TREE ORNAMENTATION,TREE ORNAMENTATION,COUNTRY LIVING IMPORTGLAS,06-009-0121-0181-0015-64,11,"112,509.00","559,954.45"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,TREE ORNAMENTATION,TREE ORNAMENTATION,COUNTRY LIVING SHATTERPRO,06-009-0121-0181-0015-67,17,"140,430.00","1,106,692.22"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,TREE ORNAMENTATION,TREE ORNAMENTATION,JS DOMESTIC GLASS,06-009-0121-0181-0015-52,16,"113,982.00","876,833.76"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,TREE ORNAMENTATION,TREE ORNAMENTATION,JS DOMESTIC SPECIALTY TRE,06-009-0121-0181-0015-55,24,"324,842.00","1,981,859.80"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,TREE ORNAMENTATION,TREE ORNAMENTATION,JS IMPORT NOVELTY,06-009-0121-0181-0015-50,73,"387,832.00","1,986,493.61"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,TREE ORNAMENTATION,TREE ORNAMENTATION,JS IMPORT TINSEL GARLAND,06-009-0121-0181-0015-57,12,"104,781.00","717,145.10"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,TREE ORNAMENTATION,TREE ORNAMENTATION,NON-MS FABRIC TREE SKIRTS,06-009-0121-0181-0015-19,25,"254,975.00","3,461,830.33"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,TREE ORNAMENTATION,TREE ORNAMENTATION,NON-MS FANCY GLASS - IMPO,06-009-0121-0181-0015-02,26,"162,928.00","1,172,257.55"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,TREE ORNAMENTATION,TREE ORNAMENTATION,NON-MS NOVELTY ORNAMENTS,06-009-0121-0181-0015-01,61,"862,654.00","5,494,410.91"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,TREE ORNAMENTATION,TREE ORNAMENTATION,NON-MS PROMO SATIN AND SH,06-009-0121-0181-0015-08,39,"720,744.00","5,655,964.14"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,TREE ORNAMENTATION,TREE ORNAMENTATION,NON-MS TREE TOPS,06-009-0121-0181-0015-17,15,"275,535.00","2,550,505.31"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,TREE ORNAMENTATION,TREE ORNAMENTATION,ORNAMENT HOOKS,06-009-0121-0181-0015-22,3,"447,267.00","609,315.97"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,TREES / STANDS,TREES,NON-MS 6-6.5' TREES,06-009-0121-0182-0014-02,20,"214,388.00","12,065,324.71"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,CHRISTMAS,TREES / STANDS,TREES,NON-MS 7-7.5' TREES,06-009-0121-0182-0014-03,27,"190,111.00","24,753,667.85"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,EASTER,BASKET ACCESSORIES,EASTER BASKET ACCESS.,GRASS,06-009-0122-0183-0007-01,7,"304,881.00","830,166.63"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,EASTER,BASKET ACCESSORIES,EASTER BASKET ACCESS.,NOVELTIES,06-009-0122-0183-0007-05,40,"281,291.00","1,059,241.06"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,EASTER,BASKET ACCESSORIES,EASTER BASKET ACCESS.,PLASTIC EGGS,06-009-0122-0183-0007-04,17,"514,626.00","1,473,769.61"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,EASTER,BASKETS,EASTER BASKETS,EMPTY BAMBOO,06-009-0122-0184-0006-02,185,"226,791.00","1,354,446.58"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,EASTER,BASKETS,EASTER BASKETS,EMPTY PLASTIC,06-009-0122-0184-0006-05,72,"320,482.00","1,333,935.63"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,EASTER,BASKETS,EASTER BASKETS,FILLED,06-009-0122-0184-0006-01,136,"519,864.00","6,528,868.71"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,EASTER,DECORATIONS,EASTER DECORATIONS,SPRING TIME WALL DECOR,06-009-0122-0185-0009-07,37,"123,469.00","1,334,340.85"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,EASTER,EGG DYE,EGG DYE,COLORING KITS,06-009-0122-0186-0008-01,13,"254,335.00","683,688.13"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,EASTER,PLUSH,EASTER PLUSH,EASTER PLUSH,06-009-0122-0187-0005-02,94,"514,469.00","3,536,137.32"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,HALLOWEEN / THANKSGIVING,COSTUMES / ACCESSORIES,HALLOWEEN,ACCESSORIES,06-009-0123-0189-0011-10,92,"359,260.00","2,050,200.58"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,HALLOWEEN / THANKSGIVING,COSTUMES / ACCESSORIES,HALLOWEEN,ADULT COSTUMES,06-009-0123-0189-0011-02,377,"468,326.00","8,051,218.79"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,HALLOWEEN / THANKSGIVING,COSTUMES / ACCESSORIES,HALLOWEEN,CHILDRENS COSTUMES,06-009-0123-0189-0011-01,"1,222","1,329,765.00","19,781,038.30"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,HALLOWEEN / THANKSGIVING,COSTUMES / ACCESSORIES,HALLOWEEN,MAKE-UP,06-009-0123-0189-0011-08,42,"322,151.00","1,188,514.11"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,HALLOWEEN / THANKSGIVING,COSTUMES / ACCESSORIES,HALLOWEEN,MASKS,06-009-0123-0189-0011-07,45,"113,247.00","978,129.62"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,HALLOWEEN / THANKSGIVING,COSTUMES / ACCESSORIES,HALLOWEEN,WIGS,06-009-0123-0189-0011-06,104,"194,131.00","1,333,176.85"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,HALLOWEEN / THANKSGIVING,HOME DECORATIONS,HALLOWEEN,INDOOR & PARTY DECOR,06-009-0123-0191-0012-02,93,"390,010.00","2,351,727.42"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,HALLOWEEN / THANKSGIVING,HOME DECORATIONS,HALLOWEEN,LIGHT SETS & SCULPTURES,06-009-0123-0191-0012-03,34,"108,741.00","1,046,154.09"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,HALLOWEEN / THANKSGIVING,HOME DECORATIONS,HALLOWEEN,OUTDOOR DECORATIONS,06-009-0123-0191-0012-11,68,"152,567.00","1,223,385.65"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,HALLOWEEN / THANKSGIVING,HOME DECORATIONS,HALLOWEEN,PUMPKIN CARVING & DECORAT,06-009-0123-0191-0012-01,23,"137,262.00","680,726.46"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,HALLOWEEN / THANKSGIVING,HOME DECORATIONS,HALLOWEEN,TREAT BAGS & CONTAINERS,06-009-0123-0191-0012-13,43,"394,541.00","898,397.55"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,VALENTINES,CARDS,PKG. VALENTINES,PKG. VALENTINES,06-009-0125-0194-0002-01,28,"386,750.00","1,443,775.99"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,VALENTINES,DECORATIONS/GIFTS,VALENTINE GIFTS/DECORATIO,VALENTINE GIFTS,06-009-0125-0195-0003-01,53,"149,429.00","1,052,434.63"
SEASONAL               ,GENERAL MERCHANDISE,SEASONAL,VALENTINES,PLUSH,VALENTINE PLUSH,SEASONAL THEME PLUSH,06-009-0125-0196-0001-01,69,"604,157.00","5,031,885.45"
SPORTING GOODS         ,GENERAL MERCHANDISE,SPORT GD ATHLETIC,BIKES,BIKE ACCESSORIES,BICYCLE ACCESSORIES,ACCESSORIES,06-080-0223-0624-0064-50,530,"331,576.00","3,157,312.97"
SPORTING GOODS         ,GENERAL MERCHANDISE,SPORT GD ATHLETIC,BIKES,BIKE ACCESSORIES,BICYCLE ACCESSORIES,HELMETS,06-080-0223-0624-0064-40,282,"265,175.00","5,432,918.48"
SPORTING GOODS         ,GENERAL MERCHANDISE,SPORT GD ATHLETIC,BIKES,BIKE ACCESSORIES,BICYCLE ACCESSORIES,LOCKS,06-080-0223-0624-0064-30,71,"131,674.00","1,725,456.37"
SPORTING GOODS         ,GENERAL MERCHANDISE,SPORT GD ATHLETIC,BIKES,BIKE ACCESSORIES,BICYCLE ACCESSORIES,PUMPS,06-080-0223-0624-0064-01,42,"168,523.00","2,207,060.38"
SPORTING GOODS         ,GENERAL MERCHANDISE,SPORT GD ATHLETIC,BIKES,BIKE ACCESSORIES,BICYCLE ACCESSORIES,REPAIR,06-080-0223-0624-0064-04,61,"186,421.00","1,128,648.97"
SPORTING GOODS         ,GENERAL MERCHANDISE,SPORT GD ATHLETIC,BIKES,BIKE ACCESSORIES,BICYCLE ACCESSORIES,TUBES,06-080-0223-0624-0064-10,57,"354,121.00","3,136,454.36"
SPORTING GOODS         ,GENERAL MERCHANDISE,SPORT GD ATHLETIC,BIKES,BIKES,BICYCLES,"CHILDREN 10"" TO 16""",06-080-0223-0625-0063-10,197,"253,115.00","14,894,121.52"
SPORTING GOODS         ,GENERAL MERCHANDISE,SPORT GD ATHLETIC,BIKES,BIKES,BICYCLES,"MOUNTAIN BIKES 26""",06-080-0223-0625-0063-30,98,"147,174.00","16,792,118.94"
SPORTING GOODS         ,GENERAL MERCHANDISE,SPORT GD ATHLETIC,BIKES,BIKES,BICYCLES,"YOUTH 20"" TO 24""",06-080-0223-0625-0063-20,110,"131,170.00","12,809,861.63"
SPORTING GOODS         ,GENERAL MERCHANDISE,SPORT GD ATHLETIC,CAMPING,COOLERS / JUGS / LUNCH K,COOLERS/JUGS,CHEST COOLERS,06-080-0239-0663-0012-04,37,"264,397.00","8,562,460.96"
SPORTING GOODS         ,GENERAL MERCHANDISE,SPORT GD ATHLETIC,CAMPING,COOLERS / JUGS / LUNCH K,COOLERS/JUGS,FREEZER PACKS,06-080-0239-0663-0012-01,21,"204,926.00","770,782.40"
SPORTING GOODS         ,GENERAL MERCHANDISE,SPORT GD ATHLETIC,CAMPING,COOLERS / JUGS / LUNCH K,COOLERS/JUGS,JUGS,06-080-0239-0663-0012-02,12,"104,476.00","1,246,130.24"
SPORTING GOODS         ,GENERAL MERCHANDISE,SPORT GD ATHLETIC,CAMPING,COOLERS / JUGS / LUNCH K,COOLERS/JUGS,PERSONAL COOLERS,06-080-0239-0663-0012-03,87,"218,401.00","3,923,585.85"
SPORTING GOODS         ,GENERAL MERCHANDISE,SPORT GD ATHLETIC,CAMPING,COOLERS / JUGS / LUNCH K,COOLERS/JUGS,SOFTSIDE COOLERS,06-080-0239-0663-0012-08,155,"357,916.00","5,246,398.42"
SPORTING GOODS         ,GENERAL MERCHANDISE,SPORT GD ATHLETIC,CAMPING,COOLERS / JUGS / LUNCH K,LUNCH KITS & BOTTLES,JUVENILE LUNCH KITS,06-080-0239-0663-0013-03,147,"377,631.00","2,711,732.97"
SPORTING GOODS         ,GENERAL MERCHANDISE,SPORT GD ATHLETIC,CAMPING,COOLERS / JUGS / LUNCH K,LUNCH KITS & BOTTLES,STEEL VACUUM BOTTLES/ACC,06-080-0239-0663-0013-02,35,"148,705.00","2,458,266.62"
SPORTING GOODS         ,GENERAL MERCHANDISE,SPORT GD ATHLETIC,CAMPING,COOLERS / JUGS / LUNCH K,LUNCH KITS & BOTTLES,WORK LUNCH KITS,06-080-0239-0663-0013-04,43,"167,973.00","2,002,989.17"
SPORTING GOODS         ,GENERAL MERCHANDISE,SPORT GD ATHLETIC,CAMPING,OUTDOOR CAMPING / SLEEPI,AIR MATTRESSES,AIR BEDS,06-080-0239-0664-0017-02,130,"758,707.00","30,472,974.32"
SPORTING GOODS         ,GENERAL MERCHANDISE,SPORT GD ATHLETIC,CAMPING,OUTDOOR CAMPING / SLEEPI,AIR MATTRESSES,AIR MATS & PUMPS,06-080-0239-0664-0017-01,26,"189,909.00","3,213,968.40"
SPORTING GOODS         ,GENERAL MERCHANDISE,SPORT GD ATHLETIC,CAMPING,OUTDOOR CAMPING / SLEEPI,SLEEPING BAGS,CAMPING/SLEEPING BAGS,06-080-0239-0664-0016-01,120,"250,314.00","6,185,701.11"
SPORTING GOODS         ,GENERAL MERCHANDISE,SPORT GD ATHLETIC,CAMPING,OUTDOOR CAMPING / SLEEPI,TENTS,DOME TENTS,06-080-0239-0664-0018-02,77,"145,721.00","8,630,997.93"
SPORTING GOODS         ,GENERAL MERCHANDISE,SPORT GD ATHLETIC,CAMPING,OUTDOOR CAMPING / SLEEPI,TENTS,SCREENHOUSE & CANOPY,06-080-0239-0664-0018-04,220,"302,243.00","22,067,063.23"
SPORTING GOODS         ,GENERAL MERCHANDISE,SPORT GD ATHLETIC,CAMPING,OUTDOOR CAMPING COOKING,BURNING APPLIANCES,FUELS,06-080-0239-0665-0014-05,15,"354,652.00","2,855,764.40"
SPORTING GOODS         ,GENERAL MERCHANDISE,SPORT GD ATHLETIC,CAMPING,OUTDOOR CAMPING COOKING,BURNING APPLIANCES,LANTERNS,06-080-0239-0665-0014-02,70,"111,779.00","2,155,931.98"
SPORTING GOODS         ,GENERAL MERCHANDISE,SPORT GD ATHLETIC,CAMPING,OUTDOOR CAMPING COOKING,CAMPING ACCESSORIES,CAMP FURNITURE,06-080-0239-0665-0015-02,465,"1,111,476.00","25,865,968.15"
SPORTING GOODS         ,GENERAL MERCHANDISE,SPORT GD ATHLETIC,CAMPING,OUTDOOR CAMPING COOKING,CAMPING ACCESSORIES,CAMPING ACCESSORIES,06-080-0239-0665-0015-01,517,"401,199.00","4,698,212.53"
SPORTING GOODS         ,GENERAL MERCHANDISE,SPORT GD ATHLETIC,CAMPING,OUTDOOR CAMPING COOKING,CAMPING ACCESSORIES,TABLE,06-080-0239-0665-0015-05,25,"160,888.00","8,535,180.97"
SPORTING GOODS         ,GENERAL MERCHANDISE,SPORT GD ATHLETIC,CAMPING,RAINWEAR / WADERS,RAINWEAR,RAINWEAR,06-080-0239-0673-0033-01,62,"152,012.00","1,581,197.40"
SPORTING GOODS         ,GENERAL MERCHANDISE,SPORT GD ATHLETIC,CLUB SPORTS,GOLF / GOLF SHOES,GOLF,ACCESSORIES,06-080-0224-0627-0045-65,296,"247,209.00","1,484,562.55"
SPORTING GOODS         ,GENERAL MERCHANDISE,SPORT GD ATHLETIC,CLUB SPORTS,GOLF / GOLF SHOES,GOLF,BALLS,06-080-0224-0627-0045-45,186,"278,338.00","3,922,521.73"
SPORTING GOODS         ,GENERAL MERCHANDISE,SPORT GD ATHLETIC,CLUB SPORTS,RACQUET SPORTS,TENNIS,BALLS,06-080-0224-0628-0047-30,21,"283,833.00","1,311,922.31"
SPORTING GOODS         ,GENERAL MERCHANDISE,SPORT GD ATHLETIC,EXERCISE EQUIPMENT,EXERCISE EQUIPMENT,FITNESS,ACCESSORIES,06-080-0225-0630-0062-60,322,"412,779.00","5,518,942.45"
SPORTING GOODS         ,GENERAL MERCHANDISE,SPORT GD ATHLETIC,EXERCISE EQUIPMENT,EXERCISE EQUIPMENT,FITNESS,BALLY,06-080-0225-0630-0062-03,45,"116,424.00","1,267,182.45"
SPORTING GOODS         ,GENERAL MERCHANDISE,SPORT GD ATHLETIC,EXERCISE EQUIPMENT,EXERCISE EQUIPMENT,FITNESS,HAND WEIGHTS,06-080-0225-0630-0062-02,60,"131,041.00","1,837,217.23"
